birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
1817-02-17,house,Rep,Franklin,Welsh,Bowdon,,,D,AL,Alabama,1849-12-03,1851-03-03,false,,
1791-12-08,house,Rep,Walter,,Booth,,,Free Soil,CT,Connecticut,1849-12-03,1851-03-03,false,,
1805-10-06,house,Rep,David,Alexander,Bokee,,,Whig,NY,New York,1849-12-03,1851-03-03,false,,
1796-06-19,house,Rep,John,,Bell,,of Ohio,Whig,OH,Ohio,1849-12-03,1851-03-03,false,,
1818-11-23,house,Rep,William,Van Ness,Bay,,,D,MO,Missouri,1849-12-03,1851-03-03,false,,
1795-04-17,senate,Sen,George,Edmund,Badger,,,Whig,NC,North Carolina,1849-12-03,1855-03-03,false,,
1807-08-11,senate,Sen,David,Rice,Atchison,,,D,MO,Missouri,1849-12-03,1855-03-03,false,,
1804-12-25,house,Rep,George,,Ashmun,,,Whig,MA,Massachusetts,1849-12-03,1851-03-03,false,,
1808-09-21,house,Rep,George,Rex,Andrews,,,Whig,NY,New York,1849-12-03,1851-03-03,false,,
1807-11-29,house,Rep,Josiah,McNair,Anderson,,,Whig,TN,Tennessee,1849-12-03,1851-03-03,false,,
1800-12-31,house,Rep,William,Jeffreys,Alston,,,Whig,AL,Alabama,1849-12-03,1851-03-03,false,,
1801-09-13,house,Rep,Henry,Porteous,Alexander,,,Whig,NY,New York,1849-12-03,1851-03-03,false,,
1800-06-10,house,Rep,Nathaniel,,Albertson,,,D,IN,Indiana,1849-12-03,1851-03-03,false,,
1815-11-02,senate,Sen,Isaac,Pigeon,Walker,,,D,WI,Wisconsin,1848-01-01,1855-03-03,false,,
1811-11-11,senate,Sen,Wyman,Bradbury Seavy,Moor,,,D,ME,Maine,1848-01-01,1849-03-03,false,,
1780-03-20,senate,Sen,Thomas,,Metcalfe,,,Whig,KY,Kentucky,1848-01-01,1849-03-03,false,,
1786-04-07,senate,Sen,William,Rufus de Vane,King,,,D,AL,Alabama,1848-01-01,1853-03-03,false,,
1812-09-18,senate,Sen,Herschel,Vespasian,Johnson,,,D,GA,Georgia,1848-01-01,1849-03-03,false,,
1796-04-10,senate,Sen,Thomas,,Fitzgerald,,,D,MI,Michigan,1848-01-01,1849-12-31,false,,
1812-01-02,senate,Sen,Augustus,Caesar,Dodge,,,D,IA,Iowa,1848-01-01,1855-03-03,false,,
1808-09-21,senate,Sen,Solon,,Borland,,,D,AR,Arkansas,1848-01-01,1853-12-31,false,,
1798-07-28,house,Rep,Hezekiah,,Williams,,,D,ME,Maine,1847-12-06,1849-03-03,false,,
1808-01-22,house,Rep,James,Sullivan,Wiley,,,D,ME,Maine,1847-12-06,1849-03-03,false,,
1796-02-23,house,Rep,William,Watson,Wick,,,D,IN,Indiana,1847-12-06,1849-03-03,false,,
1790-03-15,house,Rep,Cornelius,,Warren,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1791-10-24,senate,Sen,Joseph,Rogers,Underwood,,,Whig,KY,Kentucky,1847-12-06,1853-03-03,false,,
1814-11-09,house,Rep,John,Hubbard,Tweedy,,,Whig,WI,Wisconsin,1847-12-06,1849-03-03,false,,
1815-04-05,house,Rep,Thomas,Johnston,Turner,,,D,IL,Illinois,1847-12-06,1849-03-03,false,,
,house,Rep,Patrick,Watson,Tompkins,,,Whig,MS,Mississippi,1847-12-06,1849-03-03,false,,
1805-02-14,house,Rep,Robert,Augustine,Thompson,,,D,VA,Virginia,1847-12-06,1849-03-03,false,,
1809-06-09,house,Rep,Richard,Wigginton,Thompson,,,Whig,IN,Indiana,1847-12-06,1849-03-03,false,,
1812-12-22,house,Rep,Bannon,Goforth,Thibodeaux,,,Whig,LA,Louisiana,1847-12-06,1849-03-03,false,,
1792-08-29,house,Rep,Frederick,Augustus,Tallmadge,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1793-10-16,house,Rep,John,,Strohm,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1791-06-11,house,Rep,Andrew,,Stewart,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1794-05-19,house,Rep,George,Anson,Starkweather,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1808-10-08,house,Rep,Daniel,Bennett,St. John,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1785-09-11,senate,Sen,Presley,,Spruance,,,Whig,DE,Delaware,1847-12-06,1853-03-03,false,,
,house,Rep,Robert,Barnwell,Smith,,,D,SC,South Carolina,1847-12-06,1849-03-03,false,,
1808-04-16,house,Rep,Caleb,Blood,Smith,,,Whig,IN,Indiana,1847-12-06,1849-03-03,false,,
1804-03-01,house,Rep,John,I.,Slingerland,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1803-06-12,house,Rep,Alexander,Dromgoole,Sims,,,D,SC,South Carolina,1847-12-06,1849-03-03,false,,
1798-03-24,house,Rep,Richard,Franklin,Simpson,,,D,SC,South Carolina,1847-12-06,1849-03-03,false,,
1813-02-16,house,Rep,Eliakim,,Sherrill,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1803-08-05,house,Rep,William,,Sawyer,,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1809-08-11,house,Rep,James,Dixon,Roman,,,Whig,MD,Maryland,1847-12-06,1849-03-03,false,,
1803-08-27,house,Rep,John,Arnold,Rockwell,,,Whig,CT,Connecticut,1847-12-06,1849-03-03,false,,
1793-02-10,house,Rep,William,,Rockhill,,,D,IN,Indiana,1847-12-06,1849-03-03,false,,
1805-11-25,house,Rep,William,Ballard,Preston,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
1810-09-11,house,Rep,James,,Pollock,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1789-04-12,house,Rep,Timothy,,Pilsbury,,,D,TX,Texas,1847-12-06,1849-03-03,false,,
1793-09-08,house,Rep,George,,Petrie,,,Ind. Democrat,NY,New York,1847-12-06,1849-03-03,false,,
1802-03-01,house,Rep,John,Strother,Pendleton,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
1796-05-02,house,Rep,John,Gorham,Palfrey,,,Whig,MA,Massachusetts,1847-12-06,1849-03-03,false,,
1812-10-23,house,Rep,Henry,,Nicoll,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1810-07-05,house,Rep,Henry,Cruse,Murphy,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1811-08-06,house,Rep,Joseph,,Mullin,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1800-08-29,senate,Sen,Jacob,Welsh,Miller,,,Whig,NJ,New Jersey,1847-12-06,1853-03-03,false,,
,house,Rep,James,Iver,McKay,,,D,NC,North Carolina,1847-12-06,1849-03-03,false,,
1804-08-14,house,Rep,Abraham,Robinson,McIlvaine,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1807-08-01,house,Rep,Robert,,McClelland,,,D,MI,Michigan,1847-12-06,1849-03-03,false,,
1786-05-09,house,Rep,Dudley,,Marvin,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1792-05-10,senate,Sen,Willie,Person,Mangum,,,Whig,NC,North Carolina,1847-12-06,1853-03-03,false,,
1800-12-11,house,Rep,Frederick,William,Lord,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1810-05-10,house,Rep,Thomas,Watkins,Ligon,,,D,MD,Maryland,1847-12-06,1849-03-03,false,,
1802-08-10,senate,Sen,Dixon,Hall,Lewis,,,D,AL,Alabama,1847-12-06,1848-10-25,false,,
1788-05-07,house,Rep,William,Thomas,Lawrence,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1801-12-31,house,Rep,Sidney,,Lawrence,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1812-04-22,house,Rep,Samuel,,Lahm,,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1802-06-12,house,Rep,William,,Kennon,Jr.,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1806-04-14,house,Rep,John,William,Jones,,,Whig,GA,Georgia,1847-12-06,1849-03-03,false,,
1802-06-03,house,Rep,James,Hutchins,Johnson,,,D,NH,New Hampshire,1847-12-06,1849-03-03,false,,
1802-03-06,house,Rep,John,,Jameson,,,D,MO,Missouri,1847-12-06,1849-03-03,false,,
,house,Rep,David,Sherwood,Jackson,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1800-01-18,house,Rep,Alexander,,Irvin,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1786-06-14,house,Rep,Joseph,Reed,Ingersoll,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1782-10-03,house,Rep,Charles,Jared,Ingersoll,,,D,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1811-08-05,house,Rep,Washington,,Hunt,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1795-11-14,house,Rep,Charles,,Hudson,,,Whig,MA,Massachusetts,1847-12-06,1849-03-03,false,,
1799-08-10,house,Rep,Samuel,Dickinson,Hubbard,,,Whig,CT,Connecticut,1847-12-06,1849-03-03,false,,
1804-01-24,house,Rep,John,Westbrook,Hornbeck,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1807-05-22,house,Rep,Elias,Bellows,Holmes,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1802-11-10,house,Rep,John,Milton,Holley,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1810-03-01,house,Rep,Hugh,Lawson White,Hill,,,D,TN,Tennessee,1847-12-06,1849-03-03,false,,
1808-06-18,house,Rep,Thomas,Jefferson,Henley,,,D,IN,Indiana,1847-12-06,1849-03-03,false,,
1818-07-21,house,Rep,William,T.,Haskell,,,Whig,TN,Tennessee,1847-12-06,1849-03-03,false,,
1814-06-13,house,Rep,James,Giles,Hampton,,,Whig,NJ,New Jersey,1847-12-06,1849-03-03,false,,
1808-05-12,house,Rep,David,,Hammons,,,D,ME,Maine,1847-12-06,1849-03-03,false,,
1810-03-28,house,Rep,Nathan,Kelsey,Hall,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1783-10-20,house,Rep,Artemas,,Hale,,,Whig,MA,Massachusetts,1847-12-06,1849-03-03,false,,
1800-02-05,house,Rep,Dudley,Sanford,Gregory,,,Whig,NJ,New Jersey,1847-12-06,1849-03-03,false,,
1811-02-03,house,Rep,Horace,,Greeley,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
1807-05-31,house,Rep,William,Leftwich,Goggin,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
1792-09-11,house,Rep,John,,Gayle,,,Whig,AL,Alabama,1847-12-06,1849-03-03,false,,
1795-09-22,house,Rep,John,Pollard,Gaines,,,Whig,KY,Kentucky,1847-12-06,1849-03-03,false,,
1800-09-29,house,Rep,Andrew,Steele,Fulton,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
,house,Rep,George,,Fries,,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1792-06-20,house,Rep,Richard,,French,,,D,KY,Kentucky,1847-12-06,1849-03-03,false,,
1804-02-28,senate,Sen,Henry,Stuart,Foote,,,D,MS,Mississippi,1847-12-06,1853-03-03,false,,
1811-12-15,house,Rep,Thomas,Stanhope,Flournoy,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
1794-12-03,house,Rep,David,,Fisher,,,Whig,OH,Ohio,1847-12-06,1849-03-03,false,,
1804-09-28,senate,Sen,Alpheus,,Felch,,,D,MI,Michigan,1847-12-06,1853-03-03,false,,
1809-07-07,house,Rep,John,Wilson,Farrelly,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1808-12-29,house,Rep,James,John,Faran,,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1801-09-28,house,Rep,Elisha,,Embree,,,Whig,IN,Indiana,1847-12-06,1849-03-03,false,,
1810-03-29,house,Rep,Thomas,Owen,Edwards,,,Whig,OH,Ohio,1847-12-06,1849-03-03,false,,
,house,Rep,Joseph,E.,Edsall,,,D,NJ,New Jersey,1847-12-06,1849-03-03,false,,
1802-07-04,house,Rep,George,Nicholas,Eckert,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1800-03-02,house,Rep,William,Garnett,Duncan,,,Whig,KY,Kentucky,1847-12-06,1849-03-03,false,,
1806-07-22,house,Rep,Daniel,,Duncan,,,Whig,OH,Ohio,1847-12-06,1849-03-03,false,,
1797-05-15,house,Rep,George,Coke,Dromgoole,,,D,VA,Virginia,1847-12-06,1849-03-03,false,,
,senate,Sen,Solomon,Weathersbee,Downs,,,D,LA,Louisiana,1847-12-06,1853-03-03,false,,
1820-09-20,house,Rep,Richard,Spaight,Donnell,,,Whig,NC,North Carolina,1847-12-06,1849-03-03,false,,
1794-06-23,house,Rep,John,,Dickey,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1787-01-13,senate,Sen,John,,Davis,,,Whig,MA,Massachusetts,1847-12-06,1853-03-03,false,,
1801-05-18,house,Rep,Mason,Cook,Darling,,,D,WI,Wisconsin,1847-12-06,1849-03-03,false,,
,house,Rep,John,D.,Cummins,,,D,OH,Ohio,1847-12-06,1849-03-03,false,,
1812-02-10,house,Rep,John,Hervey,Crozier,,,Whig,TN,Tennessee,1847-12-06,1849-03-03,false,,
1791-01-14,house,Rep,Robert,Bennie,Cranston,,,Whig,RI,Rhode Island,1847-12-06,1849-03-03,false,,
1818-02-22,house,Rep,William,,Collins,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1815-07-16,house,Rep,William,Michael,Cocke,,,Whig,TN,Tennessee,1847-12-06,1849-03-03,false,,
1789-04-01,senate,Sen,John,Hopkins,Clarke,,,Whig,RI,Rhode Island,1847-12-06,1853-03-03,false,,
1809-02-11,house,Rep,Beverly,Leonidas,Clarke,,,D,KY,Kentucky,1847-12-06,1849-03-03,false,,
1801-08-02,house,Rep,Franklin,,Clark,,,D,ME,Maine,1847-12-06,1849-03-03,false,,
1805-03-06,house,Rep,Asa,William Henry,Clapp,,,D,ME,Maine,1847-12-06,1849-03-03,false,,
1817-12-05,house,Rep,Lucien,Bonaparte,Chase,,,D,TN,Tennessee,1847-12-06,1849-03-03,false,,
1798-07-05,house,Rep,John,Grant,Chapman,,,Whig,MD,Maryland,1847-12-06,1849-03-03,false,,
1808-09-30,house,Rep,Richard,Sprigg,Canby,,,Whig,OH,Ohio,1847-12-06,1849-03-03,false,,
1782-03-18,senate,Sen,John,Caldwell,Calhoun,,,D,SC,South Carolina,1847-12-06,1851-03-03,false,,
1806-07-21,house,Rep,Aylette,,Buckner,,,Whig,KY,Kentucky,1847-12-06,1849-03-03,false,,
1797-09-23,house,Rep,Charles,,Brown,,,D,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1797-03-04,house,Rep,Jasper,Ewing,Brady,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
,house,Rep,Edward,,Bradley,,,D,MI,Michigan,1847-12-06,1849-03-03,false,,
1802-06-10,senate,Sen,James,Ware,Bradbury,,,D,ME,Maine,1847-12-06,1853-03-03,false,,
1802-09-16,house,Rep,John,Minor,Botts,,,Whig,VA,Virginia,1847-12-06,1849-03-03,false,,
1787-09-30,house,Rep,John,,Blanchard,,,Whig,PA,Pennsylvania,1847-12-06,1849-03-03,false,,
1805-06-19,house,Rep,Esbon,,Blackmar,,,Whig,NY,New York,1847-12-06,1849-03-03,false,,
,house,Rep,James,Augustus,Black,,,D,SC,South Carolina,1847-12-06,1849-03-03,false,,
1814-11-13,house,Rep,Ausburn,,Birdsall,,,D,NY,New York,1847-12-06,1849-03-03,false,,
1781-08-23,senate,Sen,John,Macpherson,Berrien,,,Whig,GA,Georgia,1847-12-06,1853-03-03,false,,
1790-02-23,house,Rep,Hiram,,Belcher,,,Whig,ME,Maine,1847-12-06,1849-03-03,false,,
1812-02-03,house,Rep,Henry,,Bedinger,,,D,VA,Virginia,1847-12-06,1849-03-03,false,,
1807-10-05,house,Rep,Washington,,Barrow,,,Whig,TN,Tennessee,1847-12-06,1849-03-03,false,,
1806-07-30,house,Rep,Daniel,Moreau,Barringer,,,Whig,NC,North Carolina,1847-12-06,1849-03-03,false,,
1793-01-04,senate,Sen,Roger,Sherman,Baldwin,,,Whig,CT,Connecticut,1847-12-06,1851-03-03,false,,
1792-09-15,house,Rep,Archibald,,Atkinson,,,D,VA,Virginia,1847-12-06,1849-03-03,false,,
1790-06-01,senate,Sen,Chester,,Ashley,,,D,AR,Arkansas,1847-12-06,1849-03-03,false,,
1767-07-11,house,Rep,John,Quincy,Adams,,,Whig,MA,Massachusetts,1847-12-06,1849-03-03,false,,
1786-09-10,house,Rep,Amos,,Abbott,,,Whig,MA,Massachusetts,1847-12-06,1849-03-03,false,,
1791-01-04,senate,Sen,Joseph,,Cilley,,,Liberty,NH,New Hampshire,1846-01-01,1847-03-03,false,,
1800-01-14,house,Rep,Bryan,Rust,Young,,,Whig,KY,Kentucky,1845-12-01,1847-03-03,false,,
1801-07-29,house,Rep,Jacob,Senewell,Yost,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
,house,Rep,Archibald,,Yell,,,D,AR,Arkansas,1845-12-01,1847-03-03,false,,
1814-08-10,house,Rep,William,Lowndes,Yancey,,,D,AL,Alabama,1845-12-01,1847-03-03,false,,
1781-11-18,house,Rep,Samuel,Gardiner,Wright,,,Whig,NJ,New Jersey,1845-12-01,1847-03-03,false,,
1807-03-16,house,Rep,William,W.,Woodworth,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1804-05-03,house,Rep,Thomas,M.,Woodruff,,,American,NY,New York,1845-12-01,1847-03-03,false,,
1800-09-03,house,Rep,Bradford,Ripley,Wood,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1803-02-24,house,Rep,Horace,,Wheaton,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1802-05-10,senate,Sen,James,Diament,Westcott,Jr.,,D,FL,Florida,1845-12-01,1849-03-03,false,,
1782-01-18,senate,Sen,Daniel,,Webster,,,Whig,MA,Massachusetts,1845-12-01,1851-03-03,false,,
1786-03-21,house,Rep,Joseph,,Vance,,,Whig,OH,Ohio,1845-12-01,1847-03-03,false,,
1797-10-03,senate,Sen,Hopkins,Lacy,Turney,,,D,TN,Tennessee,1845-12-01,1851-03-03,false,,
1797-09-15,house,Rep,Andrew,Alkire,Trumbo,,,Whig,KY,Kentucky,1845-12-01,1847-03-03,false,,
1807-08-24,house,Rep,William,Marshall,Tredway,,,D,VA,Virginia,1845-12-01,1847-03-03,false,,
1801-05-04,house,Rep,George,Washington Bonaparte,Towns,,,D,GA,Georgia,1845-12-01,1847-03-03,false,,
1804-11-05,house,Rep,Daniel,Rose,Tilden,,,Whig,OH,Ohio,1845-12-01,1847-03-03,false,,
1802-06-12,house,Rep,John,Wooleston,Tibbatts,,,D,KY,Kentucky,1845-12-01,1847-03-03,false,,
1797-10-08,house,Rep,William,Poindexter,Thomasson,,,Whig,KY,Kentucky,1845-12-01,1847-03-03,false,,
1788-04-05,house,Rep,William,,Taylor,,,D,VA,Virginia,1845-12-01,1847-03-03,false,,
1802-09-20,house,Rep,George,,Sykes,,,D,NJ,New Jersey,1845-12-01,1847-03-03,false,,
1789-10-27,senate,Sen,Daniel,,Sturgeon,,,D,PA,Pennsylvania,1845-12-01,1851-03-03,false,,
1791-10-11,house,Rep,Stephen,,Strong,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1802-01-21,house,Rep,David,Austin,Starkweather,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
1783-07-16,house,Rep,Henry,,St. John,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
1795-09-22,senate,Sen,Jesse,,Speight,,,D,MS,Mississippi,1845-12-01,1847-12-31,false,,
1799-05-01,house,Rep,Thomas,,Smith,,,D,IN,Indiana,1845-12-01,1847-03-03,false,,
1805-06-22,house,Rep,Albert,,Smith,,,Whig,NY,New York,1845-12-01,1847-03-03,false,,
1807-02-06,house,Rep,Leonard,Henly,Sims,,,D,MO,Missouri,1845-12-01,1847-03-03,false,,
1797-10-26,house,Rep,Luther,,Severance,,,Whig,ME,Maine,1845-12-01,1847-03-03,false,,
1805-04-16,house,Rep,Henry,John,Seaman,,,American,NY,New York,1845-12-01,1847-03-03,false,,
1786-10-24,house,Rep,John,Fairfield,Scamman,,,D,ME,Maine,1845-12-01,1847-03-03,false,,
1791-07-03,house,Rep,John,,Runk,,,Whig,NJ,New Jersey,1845-12-01,1847-03-03,false,,
1784-11-28,house,Rep,Robert,Whyte,Roberts,,,D,MS,Mississippi,1845-12-01,1847-03-03,false,,
1779-02-06,house,Rep,John,,Ritter,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
1807-01-02,house,Rep,Thomas,C.,Ripley,,,Whig,NY,New York,1845-12-01,1847-03-03,false,,
1791-10-17,house,Rep,James,Hugh,Relfe,,,D,MO,Missouri,1845-12-01,1847-03-03,false,,
,house,Rep,George,Oscar,Rathbun,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1809-09-20,house,Rep,Sterling,,Price,,,D,MO,Missouri,1845-12-01,1847-03-03,false,,
1808-05-20,house,Rep,Joseph,Hopkins,Peyton,,,Whig,TN,Tennessee,1845-12-01,1847-03-03,false,,
1807-02-17,house,Rep,Thomas,Johns,Perry,,,D,MD,Maryland,1845-12-01,1847-03-03,false,,
1807-01-20,house,Rep,Augustus,Leonard,Perrill,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
1805-09-03,senate,Sen,Isaac,Samuels,Pennybacker,,,D,VA,Virginia,1845-12-01,1847-12-31,false,,
1807-01-02,house,Rep,William,Winter,Payne,,,D,AL,Alabama,1845-12-01,1847-03-03,false,,
,house,Rep,Isaac,,Parrish,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
1801-11-07,house,Rep,Robert,Dale,Owen,,,D,IN,Indiana,1845-12-01,1847-03-03,false,,
1803-12-08,house,Rep,Archibald,Campbell,Niven,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1804-01-18,house,Rep,Thomas,Willoughby,Newton,,,Whig,AR,Arkansas,1845-12-01,1847-03-03,false,,
1796-05-02,house,Rep,Mace,,Moulton,,,D,NH,New Hampshire,1845-12-01,1847-03-03,false,,
1798-10-20,house,Rep,William,Abbott,Moseley,,,Whig,NY,New York,1845-12-01,1847-03-03,false,,
1795-10-16,house,Rep,Joseph,,Morris,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
1793-08-22,house,Rep,William,Starr,Miller,,,American,NY,New York,1845-12-01,1847-03-03,false,,
1797-10-13,house,Rep,John,Hardin,McHenry,,,Whig,KY,Kentucky,1845-12-01,1847-03-03,false,,
1800-11-13,house,Rep,Joseph,Jefferson,McDowell,,,D,OH,Ohio,1845-12-01,1847-03-03,false,,
,house,Rep,William,,McDaniel,,,D,MO,Missouri,1845-12-01,1847-03-03,false,,
1802-10-01,house,Rep,John,Dennis,McCrate,,,D,ME,Maine,1845-12-01,1847-03-03,false,,
1809-04-01,house,Rep,Felix,Grundy,McConnell,,,D,AL,Alabama,1845-12-01,1847-03-03,false,,
1804-06-17,house,Rep,Moses,,McClean,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
1805-03-31,house,Rep,Morgan,Lewis,Martin,,,D,WI,Wisconsin,1845-12-01,1847-03-03,false,,
1811-10-11,house,Rep,John,Preston,Martin,,,D,KY,Kentucky,1845-12-01,1847-03-03,false,,
1802-12-17,house,Rep,Barclay,,Martin,,,D,TN,Tennessee,1845-12-01,1847-03-03,false,,
1808-09-28,house,Rep,Edward,Henry Carroll,Long,,,Whig,MD,Maryland,1845-12-01,1847-03-03,false,,
1801-08-17,house,Rep,Abner,,Lewis,,,Whig,NY,New York,1845-12-01,1847-03-03,false,,
,house,Rep,Owen,D.,Leib,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
,house,Rep,John,Watson,Lawrence,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1810-07-24,house,Rep,Andrew,,Kennedy,,,D,IN,Indiana,1845-12-01,1847-03-03,false,,
1788-02-01,house,Rep,Seaborn,,Jones,,,D,GA,Georgia,1845-12-01,1847-03-03,false,,
1785-12-19,house,Rep,Joseph,,Johnson,,,D,VA,Virginia,1845-12-01,1847-03-03,false,,
1806-07-14,senate,Sen,Benning,Wentworth,Jenness,,,D,NH,New Hampshire,1845-12-01,1847-03-03,false,,
1788-11-08,senate,Sen,Jabez,Williams,Huntington,,,Whig,CT,Connecticut,1845-12-01,1847-12-31,false,,
1799-08-13,house,Rep,James,Bennett,Hunt,,,D,MI,Michigan,1845-12-01,1847-03-03,false,,
1790-10-29,house,Rep,Orville,,Hungerford,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1806-02-20,house,Rep,Edmund,Wilcox,Hubard,,,D,VA,Virginia,1845-12-01,1847-03-03,false,,
1795-03-20,house,Rep,William,Jervis,Hough,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1810-12-15,house,Rep,Joseph,Pendleton,Hoge,,,D,IL,Illinois,1845-12-01,1847-03-03,false,,
1791-03-23,house,Rep,Richard,Platt,Herrick,,,Whig,NY,New York,1845-12-01,1847-03-03,false,,
1800-11-01,house,Rep,John,,Henry,,,Whig,IL,Illinois,1845-12-01,1847-03-03,false,,
1813-11-22,house,Rep,Serranus,Clinton,Hastings,,,D,IA,Iowa,1845-12-01,1847-03-03,false,,
1811-10-20,house,Rep,Martin,,Grover,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1792-04-15,senate,Sen,Albert,Collins,Greene,,,Whig,RI,Rhode Island,1845-12-01,1851-03-03,false,,
1793-01-07,house,Rep,James,,Graham,,,Whig,NC,North Carolina,1845-12-01,1847-03-03,false,,
1802-04-28,house,Rep,Samuel,,Gordon,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1807-04-08,house,Rep,William,Fell,Giles,,,D,MD,Maryland,1845-12-01,1847-03-03,false,,
1806-07-25,house,Rep,William,Swan,Garvin,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
1797-01-30,senate,Sen,John,,Fairfield,,,D,ME,Maine,1845-12-01,1847-12-31,false,,
1796-10-05,house,Rep,John,Hoge,Ewing,,,Whig,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
1809-12-02,house,Rep,Edwin,Hickman,Ewing,,,Whig,TN,Tennessee,1845-12-01,1847-03-03,false,,
1801-02-22,house,Rep,Jacob,,Erdman,,,D,PA,Pennsylvania,1845-12-01,1847-03-03,false,,
1790-10-13,house,Rep,Samuel,Stewart,Ellsworth,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1812-03-08,house,Rep,Henry,Thomas,Ellett,,,D,MS,Mississippi,1845-12-01,1847-03-03,false,,
1794-08-17,house,Rep,Robert,Pinckney,Dunlap,,,D,ME,Maine,1845-12-01,1847-03-03,false,,
1814-01-17,house,Rep,James,Cochrane,Dobbin,,,D,NC,North Carolina,1845-12-01,1847-03-03,false,,
1798-07-24,senate,Sen,John,Adams,Dix,,,D,NY,New York,1845-12-01,1849-03-03,false,,
1799-08-10,house,Rep,Paul,,Dillingham,Jr.,,D,VT,Vermont,1845-12-01,1847-03-03,false,,
1790-10-07,house,Rep,John,,De Mott,,,D,NY,New York,1845-12-01,1847-03-03,false,,
1807-02-17,senate,Sen,William,Lewis,Dayton,,,Whig,NJ,New Jersey,1845-12-01,1851-03-03,false,,
1798-03-17,house,Rep,John,Bennett,Dawson,,,D,LA,Louisiana,1845-12-01,1847-03-03,false,,
1799-04-16,house,Rep,John,Wesley,Davis,,,D,IN,Indiana,1845-12-01,1847-03-03,false,,
